UNNR;PROPER SHIPPING NAME;HAZARD CLASS;PG
2341;1-BROMO-3-METHYLBUTANE;3;III
2342;BROMOMETHYLPROPANES;3;II
2343;2-BROMOPENTANE;3;II
2344;BROMOPROPANES;3;II
2344;BROMOPROPANES;3;III
2345;3-BROMOPROPYNE;3;II
2346;BUTANEDIONE;3;II
2347;BUTYL MERCAPTAN;3;II
2348;BUTYL ACRYLATES, STABILIZED;3;III
2350;BUTYL METHYL ETHER;3;II
2351;BUTYL NITRITES;3;III
2351;BUTYL NITRITES;3;II
2351;BUTYL NITRITES;3;I
2352;BUTYL VINYL ETHER, STABILIZED;3;II
2353;BUTYRYL CHLORIDE;3;II
2354;CHLOROMETHYL ETHYL ETHER;3;II
2356;2-CHLOROPROPANE;3;I
2357;CYCLOHEXYLAMINE;8;II
2358;CYCLOOCTATETRAENE;3;II
2359;DIALLYLAMINE;3;II
2360;DIALLYLETHER;3;II
2361;DIISOBUTYLAMINE;3;III
2362;1,1-DICHLOROETHANE;3;II
2363;ETHYL MERCAPTAN;3;I
2364;N-PROPYL BENZENE;3;III
2366;DIETHYL CARBONATE;3;III
2367;ALPHA-METHYLVALERALDEHYDE;3;II
2368;ALPHA-PINENE;3;III
2370;1-HEXENE;3;II
2371;ISOPENTENES;3;I
2372;1,2-DI-(DIMETHYLAMINO)ETHANE;3;II
2373;DIETHOXYMETHANE;3;II
2374;3,3-DIETHOXYPROPENE;3;II
2375;DIETHYL SULFIDE;3;II
2376;2,3-DIHYDROPYRAN;3;II
2377;1,1-DIMETHOXYETHANE;3;II
2378;2-DIMETHYLAMINOACETONITRILE;3;II
2379;1,3-DIMETHYLBUTYLAMINE;3;II
2380;DIMETHYLDIETHOXYSILANE;3;II
2381;DIMETHYL DISULFIDE;3;II
2382;DIMETHYLHYDRAZINE, SYMMETRICAL;6.1;I
2383;DIPROPYLAMINE;3;II
2384;DI-N-PROPYL ETHER;3;II
2385;ETHYL ISOBUTYRATE;3;II
2386;1-ETHYLPIPERIDINE;3;II
2387;FLUOROBENZENE;3;II
2388;FLUOROTOLUENES;3;II
2389;FURAN;3;I
2390;2-IODOBUTANE;3;II
2391;IODOMETHYLPROPANES;3;II
2392;IODOPROPANES;3;III
2393;ISOBUTYL FORMATE;3;II
2394;ISOBUTYL PROPIONATE;3;III
2395;ISOBUTYRYL CHLORIDE;3;II
2396;METHACRYLALDEHYDE, STABILIZED;3;II
2397;3-METHYLBUTAN-2-ONE;3;II
2398;METHYL TERT-BUTYL ETHER;3;II
2399;1-METHYLPIPERIDINE;3;II
2400;METHYL ISOVALERATE;3;II
2401;PIPERIDINE;8;I
2402;PROPANETHIOLS;3;II
2403;ISOPROPENYL ACETATE;3;II
2404;PROPIONITRILE;3;II
2405;ISOPROPYL BUTYRATE;3;III
2406;ISOPROPYL ISOBUTYRATE;3;II
2407;ISOPROPYL CHLOROFORMATE;6.1;I
2409;ISOPROPYL PROPIONATE;3;II
2410;1,2,3,6-TETRAHYDROPYRIDINE;3;II
2411;BUTYRONITRILE;3;II
2412;TETRAHYDROTHIOPHENE;3;II
2413;TETRAPROPYLORTHOTITANATE;3;III
2414;THIOPHENE;3;II
2416;TRIMETHYL BORATE;3;II
2417;CARBONYL FLUORIDE;2.3;
2418;SULFUR TETRAFLUORIDE;2.3;
2419;BROMOTRIFLUOROETHYLENE;2.1;
2420;HEXAFLUOROACETONE;2.3;
2421;NITROGEN TRIOXIDE;2.3;
2422;OCTAFLUOROBUT-2-ENE OR REFRIGERANT GAS R 1318;2.2;
2424;OCTAFLUOROPROPANE OR REFRIGERANT GAS R 218;2.2;
2426;AMMONIUM NITRATE, LIQUID (HOT CONCENTRATED SOLUTION);5.1;
2427;POTASSIUM CHLORATE, AQUEOUS SOLUTION;5.1;II
2427;POTASSIUM CHLORATE, AQUEOUS SOLUTION;5.1;III
2428;SODIUM CHLORATE, AQUEOUS SOLUTION;5.1;II
2428;SODIUM CHLORATE, AQUEOUS SOLUTION;5.1;III
2429;CALCIUM CHLORATE AQUEOUS SOLUTION;5.1;II
2429;CALCIUM CHLORATE AQUEOUS SOLUTION;5.1;III
2430;ALKYLPHENOLS, SOLID, N.O.S. (INCLUDING C2-C12 HOMOLOGUES);8;III
2430;ALKYLPHENOLS, SOLID, N.O.S. (INCLUDING C2-C12 HOMOLOGUES);8;I
2430;ALKYLPHENOLS, SOLID, N.O.S. (INCLUDING C2-C12 HOMOLOGUES);8;II
2431;ANISIDINES;6.1;III
2432;N, N-DIETHYLANILINE;6.1;III
2433;CHLORONITROTOLUENES, LIQUID;6.1;III
2434;DIBENZYLDICHLOROSILANE;8;II
2435;ETHYLPHENYLDICHLOROSILANE;8;II
2436;THIOACETIC ACID;3;II
2437;METHYLPHENYLDICHLOROSILANE;8;II
2438;TRIMETHYLACETYL CHLORIDE;6.1;I
2439;SODIUM HYDROGENDIFLUORIDE;8;II
2440;STANNIC CHLORIDE PENTAHYDRATE;8;III
2441;TITANIUM TRICHLORIDE, PYROPHORIC OR TITANIUM TRICHLORIDE MIXTURES, PYROPHORIC;4.2;I
2442;TRICHLOROACETYL CHLORIDE;8;II
2443;VANADIUM OXYTRICHLORIDE;8;II
2444;VANADIUM TETRACHLORIDE;8;I
2446;NITROCRESOLS, SOLID;6.1;III
2447;PHOSPHORUS WHITE, MOLTEN;4.2;I
2448;SULFUR, MOLTEN;9;III
2448;SULFUR, MOLTEN;4.1;III
2451;NITROGEN TRIFLUORIDE;2.2;
2452;ETHYLACETYLENE, STABILIZED;2.1;
2453;ETHYL FLUORIDE OR REFRIGERANT GAS R161;2.1;
2454;METHYL FLUORIDE, OR REFRIGERANT GAS R 41;2.1;
2456;2-CHLOROPROPENE;3;I
2457;2,3-DIMETHYLBUTANE;3;II
2458;HEXADIENES;3;II
2459;2-METHYL-1-BUTENE;3;I
2460;2-METHYL-2-BUTENE;3;II
2461;METHYLPENTADIENES;3;II
2463;ALUMINUM HYDRIDE;4.3;I
2464;BERYLLIUM NITRATE;5.1;II
2465;DICHLOROISOCYANURIC ACID, DRY OR DICHLOROISOCYANURIC ACID SALTS;5.1;II
2466;POTASSIUM SUPEROXIDE;5.1;I
2468;TRICHLOROISOCYANURIC ACID, DRY;5.1;II
2469;ZINC BROMATE;5.1;III
2470;PHENYLACETONITRILE, LIQUID;6.1;III
2471;OSMIUM TETROXIDE;6.1;I
2473;SODIUM ARSANILATE;6.1;III
2474;THIOPHOSGENE;6.1;I
2475;VANADIUM TRICHLORIDE;8;III
2477;METHYL ISOTHIOCYANATE;6.1;I
2478;ISOCYANATES, FLAMMABLE, TOXIC, N.O.S. OR ISOCYANATE SOLUTIONS, FLAMMABLE, TOXIC, N.O.S. FLASH POINT LESS THAN 23 DEGREES C;3;II
2478;ISOCYANATES, FLAMMABLE, TOXIC, N.O.S. OR ISOCYANATE SOLUTIONS, FLAMMABLE, TOXIC, N.O.S. FLASH POINT LESS THAN 23 DEGREES C;3;III
2480;METHYL ISOCYANATE;6.1;I
2481;ETHYL ISOCYANATE;6.1;I
2482;N-PROPYL ISOCYANATE;6.1;I
2483;ISOPROPYL ISOCYANATE;6.1;I
2484;TERT-BUTYL ISOCYANATE;6.1;I
2485;N-BUTYL ISOCYANATE;6.1;I
2486;ISOBUTYL ISOCYANATE;6.1;I
2487;PHENYL ISOCYANATE;6.1;I
2488;CYCLOHEXYL ISOCYANATE;6.1;I
2490;DICHLOROISOPROPYL ETHER;6.1;II
2491;ETHANOLAMINE  OR   ETHANOLAMINE SOLUTIONS;8;III
2493;HEXAMETHYLENEIMINE;3;II
2495;IODINE PENTAFLUORIDE;5.1;I
2496;PROPIONIC ANHYDRIDE;8;III
2498;1,2,3,6-TETRAHYDROBENZALDEHYDE;3;III
2501;TRIS-(1-AZIRIDINYL)PHOSPHINE OXIDE, SOLUTION;6.1;III
2501;TRIS-(1-AZIRIDINYL)PHOSPHINE OXIDE, SOLUTION;6.1;II
2502;VALERYL CHLORIDE;8;II
2503;ZIRCONIUM TETRACHLORIDE;8;III
2504;TETRABROMOETHANE;6.1;III
2505;AMMONIUM FLUORIDE;6.1;III
2506;AMMONIUM HYDROGEN SULFATE;8;II
2507;CHLOROPLATINIC ACID, SOLID;8;III
2508;MOLYBDENUM PENTACHLORIDE;8;III
2509;POTASSIUM HYDROGEN SULFATE;8;II
2511;2-CHLOROPROPIONIC ACID;8;III
2512;"AMINOPHENOLS (O-; M-; P-)";6.1;III
2513;BROMOACETYL BROMIDE;8;II
2514;BROMOBENZENE;3;III
2515;BROMOFORM;6.1;III
2516;CARBON TETRABROMIDE;6.1;III
2517;1-CHLORO-1,1-DIFLUOROETHANE OR REFRIGERANT GAS R 142B;2.1;
2518;1,5,9-CYCLODODECATRIENE;6.1;III
2520;CYCLOOCTADIENES;3;III
2521;DIKETENE, STABILIZED;6.1;I
2522;2-DIMETHYLAMINOETHYL METHACRYLATE;6.1;II
2524;ETHYL ORTHOFORMATE;3;III
2525;ETHYL OXALATE;6.1;III
2526;FURFURYLAMINE;3;III
2527;ISOBUTYL ACRYLATE, STABILIZED;3;III
2528;ISOBUTYL ISOBUTYRATE;3;III
2529;ISOBUTYRIC ACID;3;III
2531;METHACRYLIC ACID, STABILIZED;8;II
2533;METHYL TRICHLOROACETATE;6.1;III
2534;METHYLCHLOROSILANE;2.3;
2535;4-METHYLMORPHOLINE OR N-METHYLMORPHOLINE;3;II
2536;METHYLTETRAHYDROFURAN;3;II
2538;NITRONAPHTHALENE;4.1;III
2541;TERPINOLENE;3;III
2542;TRIBUTYLAMINE;6.1;II
2545;HAFNIUM POWDER, DRY;4.2;III
2545;HAFNIUM POWDER, DRY;4.2;II
2545;HAFNIUM POWDER, DRY;4.2;I
2546;TITANIUM POWDER, DRY;4.2;III
2546;TITANIUM POWDER, DRY;4.2;II
2546;TITANIUM POWDER, DRY;4.2;I
2547;SODIUM SUPEROXIDE;5.1;I
2548;CHLORINE PENTAFLUORIDE;2.3;
2552;HEXAFLUOROACETONE HYDRATE, LIQUID;6.1;II
2554;METHYL ALLYL CHLORIDE;3;II
2555;NITROCELLULOSE WITH WATER WITH NOT LESS THAN 25 PERCENT WATER, BY MASS;4.1;II
2556;NITROCELLULOSE WITH ALCOHOL WITH NOT LESS THAN 25 PERCENT ALCOHOL BY MASS, AND WITH NOT MORE THAN 12.6 PERCENT NITROGEN, BY DRY MASS;4.1;II
2557;NITROCELLULOSE, WITH NOT MORE THAN 12.6 PERCENT NITROGEN, BY DRY MASS MIXTURE WITH OR WITHOUT PLASTICIZER, WITH OR WITHOUT PIGMENT ;4.1;II
2558;EPIBROMOHYDRIN;6.1;I
2560;2-METHYLPENTAN-2-OL;3;III
2561;3-METHYL-1-BUTENE;3;I
2564;TRICHLOROACETIC ACID, SOLUTION;8;III
2564;TRICHLOROACETIC ACID, SOLUTION;8;II
2565;DICYCLOHEXYLAMINE;8;III
2567;SODIUM PENTACHLOROPHENATE;6.1;II
2570;CADMIUM COMPOUNDS;6.1;II
2570;CADMIUM COMPOUNDS;6.1;III
2570;CADMIUM COMPOUNDS;6.1;I
2571;ALKYLSULFURIC ACIDS;8;II
2572;PHENYLHYDRAZINE;6.1;II
2573;THALLIUM CHLORATE;5.1;II
2574;TRICRESYL PHOSPHATE WITH MORE THAN 3 PERCENT ORTHO ISOMER;6.1;II
2576;PHOSPHORUS OXYBROMIDE, MOLTEN;8;II
2577;PHENYLACETYL CHLORIDE;8;II
2578;PHOSPHORUS TRIOXIDE;8;III
2579;PIPERAZINE;8;III
2580;ALUMINUM BROMIDE, SOLUTION;8;III
2581;ALUMINUM CHLORIDE, SOLUTION;8;III
2582;FERRIC CHLORIDE, SOLUTION;8;III
2583;ALKYL SULFONIC ACIDS, SOLID  OR  ARYL SULFONIC ACIDS, SOLID, WITH MORE THAN 5 PERCENT FREE SULFURIC ACID;8;II
2584;ALKYL SULFONIC ACIDS, LIQUID  OR  ARYL SULFONIC ACIDS, LIQUID WITH MORE THAN 5 PERCENT FREE SULFURIC ACID;8;II
2585;ALKYL SULFONIC ACIDS, SOLID OR  ARYL SULFONIC ACIDS, SOLID WITH NOT MORE THAN 5 PERCENT FREE SULFURIC ACID;8;III
2586;ALKYL SULFONIC ACIDS, LIQUID  OR   ARYL SULFONIC ACIDS, LIQUID WITH NOT MORE THAN 5 PERCENT FREE SULFURIC ACID;8;III
2587;BENZOQUINONE;6.1;II
2588;PESTICIDES, SOLID, TOXIC, N.O.S.;6.1;II
2588;PESTICIDES, SOLID, TOXIC, N.O.S.;6.1;III
2588;PESTICIDES, SOLID, TOXIC, N.O.S.;6.1;I
2589;VINYL CHLOROACETATE;6.1;II
2590;WHITE ASBESTOS (CHRYSOTILE, ACTINOLITE, ANTHOPHYLLITE, TREMOLITE);9;III
2591;XENON, REFRIGERATED LIQUID (CRYOGENIC LIQUIDS);2.2;
2599;CHLOROTRIFLUOROMETHANE AND TRIFLUOROMETHANE AZEOTROPIC MIXTURE OR  REFRIGERANT GAS R 503 WITH APPROXIMATELY 60 PERCENT CHLOROTRIFLUOROMETHANE;2.2;
2601;CYCLOBUTANE;2.1;
2602;DICHLORODIFLUOROMETHANE AND DIFLUOROETHANE AZEOTROPIC MIXTURE OR  REFRIGERANT GAS R 500 WITH APPROXIMATELY 74 PERCENT DICHLORODIFLUOROMETHANE;2.2;
2603;CYCLOHEPTATRIENE;3;II
2604;BORON TRIFLUORIDE DIETHYL ETHERATE;8;I
2605;METHOXYMETHYL ISOCYANATE;6.1;I
2606;METHYL ORTHOSILICATE;6.1;I
2607;ACROLEIN DIMER, STABILIZED;3;III
2607;ACROLEIN DIMER, STABILIZED;3;III
2608;NITROPROPANES;3;III
2609;TRIALLYL BORATE;6.1;III
2610;TRIALLYLAMINE;3;III
2611;PROPYLENE CHLOROHYDRIN;6.1;II
2612;METHYL PROPYL ETHER;3;II
2614;METHALLYL ALCOHOL;3;III
2615;ETHYL PROPYL ETHER;3;II
2616;TRIISOPROPYL BORATE;3;III
2616;TRIISOPROPYL BORATE;3;II
2617;METHYLCYCLOHEXANOLS, FLAMMABLE;3;III
2618;VINYLTOLUENES, STABILIZED;3;III
2619;BENZYLDIMETHYLAMINE;8;II
2620;AMYL BUTYRATES;3;III
2621;ACETYL METHYL CARBINOL;3;III
2622;GLYCIDALDEHYDE;3;II
2623;FIRELIGHTERS, SOLID WITH FLAMMABLE LIQUID;4.1;III
2624;MAGNESIUM SILICIDE;4.3;II
2626;CHLORIC ACID AQUEOUS SOLUTION, WITH NOT MORE THAN 10 PERCENT CHLORIC ACID;5.1;II
2627;NITRITES, INORGANIC, N.O.S.;5.1;II
2628;POTASSIUM FLUOROACETATE;6.1;I
2629;SODIUM FLUOROACETATE;6.1;I
2630;SELENATES OR SELENITES;6.1;I
2642;FLUOROACETIC ACID;6.1;I
2643;METHYL BROMOACETATE;6.1;II
2644;METHYL IODIDE;6.1;I
2645;PHENACYL BROMIDE;6.1;II
2646;HEXACHLOROCYCLOPENTADIENE;6.1;I
2647;MALONONITRILE;6.1;II
2648;1,2-DIBROMOBUTAN-3-ONE;6.1;II
2649;1,3-DICHLOROACETONE;6.1;II
2650;1,1-DICHLORO-1-NITROETHANE;6.1;II
2651;4,4'-DIAMINODIPHENYL METHANE;6.1;III
2653;BENZYL IODIDE;6.1;II
2655;POTASSIUM FLUOROSILICATE;6.1;III
2656;QUINOLINE;6.1;III
2657;SELENIUM DISULFIDE;6.1;II
2659;SODIUM CHLOROACETATE;6.1;III
2660;NITROTOLUIDINES (MONO);6.1;III
2661;HEXACHLOROACETONE;6.1;III
2664;DIBROMOMETHANE;6.1;III
2667;BUTYLTOLUENES;6.1;III
2668;CHLOROACETONITRILE;6.1;I
2669;CHLOROCRESOLS SOLUTION;6.1;II
2669;CHLOROCRESOLS SOLUTION;6.1;III
2670;CYANURIC CHLORIDE;8;II
2671;"AMINOPYRIDINES (O-; M-; P-)";6.1;II
2672;AMMONIA SOLUTIONS, RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER, WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA;8;III
2673;2-AMINO-4-CHLOROPHENOL;6.1;II
2674;SODIUM FLUOROSILICATE;6.1;III
2676;STIBINE;2.3;
2677;RUBIDIUM HYDROXIDE SOLUTION;8;II
2677;RUBIDIUM HYDROXIDE SOLUTION;8;III
2678;RUBIDIUM HYDROXIDE;8;II
2679;LITHIUM HYDROXIDE, SOLUTION;8;III
2679;LITHIUM HYDROXIDE, SOLUTION;8;II
2680;LITHIUM HYDROXIDE;8;II
2681;CAESIUM HYDROXIDE SOLUTION;8;II
2681;CAESIUM HYDROXIDE SOLUTION;8;III
2682;CAESIUM HYDROXIDE;8;II
2683;AMMONIUM SULFIDE SOLUTION;8;II
2684;3-DIETHYLAMINO-PROPYLAMINE;3;III
2685;N,N-DIETHYLETHYLENEDIAMINE;8;II
2686;2-DIETHYLAMINOETHANOL;8;II
2687;DICYCLOHEXYLAMMONIUM NITRITE.;4.1;III
2688;1-BROMO-3-CHLOROPROPANE;6.1;III
2689;GLYCEROL ALPHA-MONOCHLOROHYDRIN;6.1;III
2690;N-N-BUTYL IMIDAZOLE;6.1;II
2691;PHOSPHORUS PENTABROMIDE;8;II
2692;BORON TRIBROMIDE;8;I
2693;BISULFITES, AQUEOUS SOLUTIONS, N.O.S.;8;III
2698;TETRAHYDROPHTHALIC ANHYDRIDES WITH MORE THAN 0.05 PERCENT OF MALEIC ANHYDRIDE;8;III
2699;TRIFLUOROACETIC ACID;8;I
2705;1-PENTOL;8;II
2707;DIMETHYLDIOXANES;3;III
2707;DIMETHYLDIOXANES;3;II
2709;BUTYL BENZENES;3;III
2710;DIPROPYL KETONE;3;III
2713;ACRIDINE;6.1;III
2714;ZINC RESINATE;4.1;III
2715;ALUMINUM RESINATE;4.1;III
2716;1,4-BUTYNEDIOL;6.1;III
2717;CAMPHOR, SYNTHETIC;4.1;III
2719;BARIUM BROMATE;5.1;II
2720;CHROMIUM NITRATE;5.1;III
2721;COPPER CHLORATE;5.1;II
2722;LITHIUM NITRATE;5.1;III
2723;MAGNESIUM CHLORATE;5.1;II
2724;MANGANESE NITRATE;5.1;III
2725;NICKEL NITRATE;5.1;III
2726;NICKEL NITRITE;5.1;III
2727;THALLIUM NITRATE;6.1;II
2728;ZIRCONIUM NITRATE;5.1;III
2729;HEXACHLOROBENZENE;6.1;III
2730;NITROANISOLE, LIQUID;6.1;III
2732;NITROBROMOBENZENES, LIQUID;6.1;III
2733;AMINES, FLAMMABLE, CORROSIVE, N.O.S. OR POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.;3;III
2733;AMINES, FLAMMABLE, CORROSIVE, N.O.S. OR POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.;3;II
2733;AMINES, FLAMMABLE, CORROSIVE, N.O.S. OR POLYAMINES, FLAMMABLE, CORROSIVE, N.O.S.;3;I
2734;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.  OR  POLYAMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;8;II
2734;AMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S. OR  POLYAMINES, LIQUID, CORROSIVE, FLAMMABLE, N.O.S.;8;I
2735;AMINES, LIQUID, CORROSIVE, N.O.S,  OR   POLYAMINES, LIQUID, CORROSIVE, N.O.S.;8;III
2735;AMINES, LIQUID, CORROSIVE, N.O.S,  OR  POLYAMINES, LIQUID, CORROSIVE, N.O.S.;8;I
2735;AMINES, LIQUID, CORROSIVE, N.O.S,  OR  POLYAMINES, LIQUID, CORROSIVE, N.O.S.;8;II
2738;N-BUTYLANILINE;6.1;II
2739;BUTYRIC ANHYDRIDE;8;III
2740;N-PROPYL CHLOROFORMATE;6.1;I
2741;BARIUM HYPOCHLORITE WITH MORE THAN 22 PERCENT AVAILABLE CHLORINE;5.1;II
2742;CHLOROFORMATES, TOXIC, CORROSIVE, FLAMMABLE, N.O.S.;6.1;II
2743;N-BUTYL CHLOROFORMATE;6.1;I
2744;CYCLOBUTYL CHLOROFORMATE;6.1;II
2745;CHLOROMETHYL CHLOROFORMATE;6.1;II
2746;PHENYL CHLOROFORMATE;6.1;II
2747;TERT-BUTYLCYCLOHEXYLCHLOROFORMATE;6.1;III
2748;2-ETHYLHEXYL CHLOROFORMATE;6.1;II
2749;TETRAMETHYLSILANE;3;I
2750;1,3-DICHLOROPROPANOL-2;6.1;II
2751;DIETHYLTHIOPHOSPHORYL CHLORIDE;8;II
2752;1,2-EPOXY-3-ETHOXYPROPANE;3;III
2753;N-ETHYLBENZYLTOLUIDINES LIQUID;6.1;III
2754;N-ETHYLTOLUIDINES;6.1;II
2757;CARBAMATE PESTICIDES, SOLID, TOXIC;6.1;II
2757;CARBAMATE PESTICIDES, SOLID, TOXIC;6.1;III
2757;CARBAMATE PESTICIDES, SOLID, TOXIC;6.1;I
2758;CARBAMATE PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2758;CARBAMATE PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2759;ARSENICAL PESTICIDES, SOLID, TOXIC;6.1;II
2759;ARSENICAL PESTICIDES, SOLID, TOXIC;6.1;III
2759;ARSENICAL PESTICIDES, SOLID, TOXIC;6.1;I
2760;ARSENICAL PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2760;ARSENICAL PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2761;ORGANOCHLORINE PESTICIDES, SOLID, TOXIC;6.1;II
2761;ORGANOCHLORINE PESTICIDES, SOLID, TOXIC;6.1;III
2761;ORGANOCHLORINE PESTICIDES, SOLID, TOXIC;6.1;I
2762;ORGANOCHLORINE PESTICIDES LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2762;ORGANOCHLORINE PESTICIDES LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2763;TRIAZINE PESTICIDES, SOLID, TOXIC;6.1;II
2763;TRIAZINE PESTICIDES, SOLID, TOXIC;6.1;III
2763;TRIAZINE PESTICIDES, SOLID, TOXIC;6.1;I
2764;TRIAZINE PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2764;TRIAZINE PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2771;THIOCARBAMATE PESTICIDES, SOLID, TOXIC;6.1;II
2771;THIOCARBAMATE PESTICIDES, SOLID, TOXIC;6.1;III
2771;THIOCARBAMATE PESTICIDES, SOLID, TOXIC;6.1;I
2772;THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2772;THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2775;COPPER BASED PESTICIDES, SOLID, TOXIC;6.1;II
2775;COPPER BASED PESTICIDES, SOLID, TOXIC;6.1;III
2775;COPPER BASED PESTICIDES, SOLID, TOXIC;6.1;I
2776;COPPER BASED PESTICIDES, LIQUID, FLAMMABLE, TOXIC , FLASH POINT LESS THAN 23 DEGREES C;3;I
2776;COPPER BASED PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2777;MERCURY BASED PESTICIDES, SOLID, TOXIC;6.1;II
2777;MERCURY BASED PESTICIDES, SOLID, TOXIC;6.1;III
2777;MERCURY BASED PESTICIDES, SOLID, TOXIC;6.1;I
2778;MERCURY BASED PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2778;MERCURY BASED PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2779;SUBSTITUTED NITROPHENOL PESTICIDES, SOLID, TOXIC;6.1;II
2779;SUBSTITUTED NITROPHENOL PESTICIDES, SOLID, TOXIC;6.1;III
2779;SUBSTITUTED NITROPHENOL PESTICIDES, SOLID, TOXIC;6.1;I
2780;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2780;SUBSTITUTED NITROPHENOL PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2781;BIPYRIDILIUM PESTICIDES, SOLID, TOXIC;6.1;II
2781;BIPYRIDILIUM PESTICIDES, SOLID, TOXIC;6.1;III
2781;BIPYRIDILIUM PESTICIDES, SOLID, TOXIC;6.1;I
2782;BIPYRIDILIUM PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2782;BIPYRIDILIUM PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2783;ORGANOPHOSPHORUS PESTICIDES, SOLID, TOXIC;6.1;II
2783;ORGANOPHOSPHORUS PESTICIDES, SOLID, TOXIC;6.1;III
2783;ORGANOPHOSPHORUS PESTICIDES, SOLID, TOXIC;6.1;I
2784;ORGANOPHOSPHORUS PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2784;ORGANOPHOSPHORUS PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2785;4-THIAPENTANAL;6.1;III
2786;ORGANOTIN PESTICIDES, SOLID, TOXIC;6.1;II
2786;ORGANOTIN PESTICIDES, SOLID, TOXIC;6.1;III
2786;ORGANOTIN PESTICIDES, SOLID, TOXIC;6.1;I
2787;ORGANOTIN PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;I
2787;ORGANOTIN PESTICIDES, LIQUID, FLAMMABLE, TOXIC, FLASH POINT LESS THAN 23 DEGREES C;3;II
2788;ORGANOTIN COMPOUNDS, LIQUID, N.O.S.;6.1;III
2788;ORGANOTIN COMPOUNDS, LIQUID, N.O.S.;6.1;II
2788;ORGANOTIN COMPOUNDS, LIQUID, N.O.S.;6.1;I
2789;ACETIC ACID, GLACIAL  OR  ACETIC ACID SOLUTION, WITH MORE THAN 80 PERCENT ACID, BY MASS;8;II
2789;ACETIC ACID, GLACIAL  OR  ACETIC ACID SOLUTION, WITH MORE THAN 80 PERCENT ACID, BY MASS;8;II
2790;ACETIC ACID SOLUTION, NOT LESS THAN 50 PERCENT BUT NOT MORE THAN 80 PERCENT ACID, BY MASS;8;II
2790;ACETIC ACID SOLUTION, WITH MORE THAN 10 PERCENT AND LESS THAN 50 PERCENT ACID, BY MASS;8;III
2793;FERROUS METAL BORINGS OR  FERROUS METAL SHAVINGS OR  FERROUS METAL TURNINGS OR  FERROUS METAL CUTTINGS IN A FORM LIABLE TO SELF-HEATING;4.2;III
2794;BATTERIES, WET, FILLED WITH ACID, ELECTRIC STORAGE;8;III
2795;"BATTERIES, WET, FILLED WITH ALKALI, ELECTRIC STORAGE
";8;III
2795;"BATTERIES, WET, FILLED WITH ALKALI, ELECTRIC STORAGE
";8;III
2796;BATTERY FLUID, ACID;8;II
2796;SULFURIC ACID WITH NOT MORE THAN 51% ACID;8;II
2797;BATTERY FLUID, ALKALI;8;II
2798;PHENYL PHOSPHORUS DICHLORIDE;8;II
2799;PHENYL PHOSPHORUS THIODICHLORIDE;8;II
